jam_penggunaan_media_sosial,jam_bermain_game,jam_streaming,jam_pemakaian_aplikasi_pesan,level_stress,kategori
1.45,2.82,2.48,1.84,30.29,tidak stress
2.32,1.35,1.51,1.07,11.09,tidak stress
3.74,2.31,4.34,1.22,48.81,tidak stress
2.34,1.83,4.31,1.46,15.38,tidak stress
3.36,1.24,0.94,2.09,53.45,stress
2.75,2.12,1.98,1.5,63.48,stress
2.53,1.64,1.23,1.53,16.16,tidak stress
1.38,2.22,0.87,1.62,84.69,stress
1.08,2.59,1.22,1.63,95.17,stress
2.84,0.0,2.36,2.1,56.71,stress
1.33,1.89,3.1,1.17,98.96,stress
0.82,1.72,2.6,1.08,6.38,tidak stress
1.21,0.15,1.63,1.45,52.44,stress
2.62,1.09,3.17,1.35,70.77,stress
1.45,1.42,2.04,1.71,47.97,tidak stress
1.89,0.0,0.0,0.66,53.46,stress
2.87,1.58,2.58,1.87,5.29,tidak stress
2.77,0.0,1.05,1.56,88.23,stress
0.83,0.81,2.28,2.15,48.14,tidak stress
2.85,0.78,3.17,1.5,31.54,tidak stress
1.92,1.49,2.69,1.74,29.42,tidak stress
2.26,1.76,3.0,2.42,14.99,tidak stress
3.82,1.23,3.98,2.17,40.81,tidak stress
1.26,1.98,2.55,1.46,74.75,stress
0.0,0.23,1.48,0.43,82.76,stress
1.41,0.05,0.55,2.07,51.37,stress
1.53,1.95,1.13,2.13,63.92,stress
2.0,1.04,1.76,0.61,22.74,tidak stress
0.62,1.85,0.95,1.91,8.29,tidak stress
2.26,0.98,1.9,1.03,54.84,stress
1.17,1.28,3.14,2.24,8.28,tidak stress
2.74,0.64,1.54,2.52,81.9,stress
0.67,1.97,1.74,1.57,84.28,stress
3.31,2.71,3.84,0.96,18.93,tidak stress
1.18,1.29,1.42,1.14,11.66,tidak stress
1.72,2.43,2.55,2.12,98.55,stress
2.11,3.32,1.88,2.24,0.24,tidak stress
1.46,1.5,2.17,1.41,65.11,stress
2.43,2.4,2.64,1.95,24.69,tidak stress
0.55,3.39,1.36,1.77,98.87,stress
0.0,1.93,1.72,1.23,62.69,stress
1.12,0.0,1.89,1.2,7.35,tidak stress
2.55,1.14,0.0,1.36,43.4,tidak stress
4.17,2.27,0.11,0.93,30.92,tidak stress
0.0,3.65,4.19,1.27,99.87,stress
2.89,2.0,1.69,2.35,12.94,tidak stress
1.37,1.35,2.56,1.59,81.31,stress
1.17,2.8,2.17,1.54,48.05,tidak stress
2.65,4.15,0.37,1.6,21.33,tidak stress
2.57,2.21,1.52,1.08,16.85,tidak stress
3.0,3.0,3.48,1.93,89.9,stress
3.48,2.29,2.99,1.51,13.82,tidak stress
0.41,1.99,1.51,0.78,3.49,tidak stress
0.6,0.75,3.04,1.52,77.74,stress
1.6,0.0,1.33,1.19,48.26,tidak stress
2.57,0.79,1.63,0.74,70.96,stress
2.13,1.62,3.75,0.9,42.89,tidak stress
2.12,2.04,0.36,1.1,56.39,stress
2.07,0.52,3.16,0.17,90.1,stress
2.35,3.7,2.37,1.15,17.08,tidak stress
1.47,1.67,1.01,1.64,31.84,tidak stress
1.32,1.6,2.69,1.13,43.13,tidak stress
2.13,0.35,2.19,2.13,71.71,stress
0.45,0.0,1.91,2.38,72.89,stress
1.52,1.16,1.68,1.7,19.62,tidak stress
1.51,1.57,2.2,1.38,3.14,tidak stress
1.19,2.32,0.33,1.58,79.1,stress
1.74,1.07,1.61,1.81,57.31,stress
4.93,2.83,0.6,2.12,97.67,stress
1.71,0.0,1.54,1.68,1.63,tidak stress
2.16,1.68,3.09,0.83,40.47,tidak stress
2.42,0.95,2.19,1.43,6.87,tidak stress
2.63,1.32,2.74,1.34,8.0,tidak stress
3.91,3.46,1.86,2.16,36.74,tidak stress
2.53,0.0,1.77,1.03,45.89,tidak stress
2.18,1.54,2.95,3.05,71.55,stress
2.45,2.38,2.08,1.73,80.5,stress
1.87,1.92,0.64,2.1,31.34,tidak stress
2.14,0.37,0.88,0.75,5.74,tidak stress
2.31,0.35,2.11,1.33,20.54,tidak stress
2.77,1.85,1.99,2.59,77.72,stress
0.57,1.05,1.62,1.71,21.03,tidak stress
2.97,2.75,5.18,2.01,30.82,tidak stress
2.44,1.31,0.82,1.83,43.25,tidak stress
2.78,0.3,1.04,1.1,63.12,stress
1.1,1.83,1.44,1.84,34.88,tidak stress
0.93,0.1,3.42,1.21,79.94,stress
2.18,1.94,3.25,0.46,1.69,tidak stress
3.6,3.02,0.77,1.02,24.48,tidak stress
1.12,2.57,2.46,1.58,95.22,stress
1.07,2.0,0.78,1.18,76.1,stress
1.73,0.0,2.24,1.84,63.45,stress
1.92,0.03,3.31,2.01,94.88,stress
0.0,1.72,2.08,1.55,88.67,stress
0.79,0.71,1.54,1.09,74.86,stress
3.12,1.81,1.93,1.51,11.07,tidak stress
2.69,1.92,0.61,1.55,87.84,stress
1.33,1.43,1.88,1.59,30.4,tidak stress
0.81,0.94,0.0,1.55,30.99,tidak stress
1.19,1.78,1.53,1.29,75.07,stress
3.52,1.07,1.97,1.2,71.77,stress
0.78,2.06,2.9,2.19,88.37,stress
0.84,0.0,1.09,1.05,75.7,stress
1.24,0.42,2.18,1.68,46.03,tidak stress
1.03,1.47,2.06,1.15,34.87,tidak stress
1.95,3.77,2.29,2.14,46.8,tidak stress
1.63,1.84,2.48,1.61,17.71,tidak stress
2.25,0.0,0.81,1.46,30.6,tidak stress
3.24,0.15,0.88,2.4,22.53,tidak stress
1.42,1.44,2.77,2.43,29.74,tidak stress
0.07,2.3,1.91,0.98,92.57,stress
2.09,3.25,3.2,1.99,64.12,stress
1.82,0.0,1.92,1.44,28.18,tidak stress
2.21,1.28,2.27,1.23,69.39,stress
0.0,2.65,1.99,1.61,53.73,stress
0.0,1.01,1.25,2.1,6.37,tidak stress
3.4,2.9,1.33,1.16,65.92,stress
1.72,0.0,1.78,0.47,51.5,stress
2.11,3.55,1.86,2.14,36.73,tidak stress
0.7,1.03,3.87,1.85,12.04,tidak stress
0.59,1.22,1.48,1.41,70.72,stress
3.93,0.46,0.61,1.87,22.77,tidak stress
2.31,2.93,2.1,1.58,39.63,tidak stress
4.0,0.96,0.52,1.22,19.51,tidak stress
0.86,0.79,2.07,1.6,2.69,tidak stress
2.25,2.48,0.61,1.09,65.6,stress
2.54,0.0,1.87,1.65,66.1,stress
1.0,0.53,3.29,1.52,53.6,stress
1.57,1.45,3.51,1.63,86.31,stress
2.11,0.98,2.25,1.1,24.61,tidak stress
2.29,2.39,3.31,1.4,41.2,tidak stress
0.0,2.64,3.75,1.78,45.41,tidak stress
0.0,0.86,0.27,1.48,50.49,stress
0.34,3.13,2.64,1.99,39.79,tidak stress
1.54,0.7,1.85,1.52,52.54,stress
1.21,2.89,3.36,2.66,64.79,stress
3.77,2.94,3.07,1.4,92.68,stress
3.03,2.31,2.32,1.41,84.33,stress
1.64,0.88,1.76,1.02,14.68,tidak stress
1.2,1.17,2.77,1.71,94.66,stress
1.93,1.78,1.17,1.39,37.92,tidak stress
3.47,1.17,2.24,1.29,19.06,tidak stress
1.82,2.33,2.38,2.02,62.09,stress
2.41,1.72,3.32,1.25,61.28,stress
1.88,0.52,1.58,1.01,88.57,stress
3.14,1.34,2.58,1.44,21.6,tidak stress
1.36,2.82,3.15,0.61,2.05,tidak stress
2.64,0.63,3.95,2.03,81.79,stress
2.1,1.77,3.11,1.3,79.56,stress
1.0,1.89,1.49,1.64,57.95,stress
2.15,1.39,2.86,1.81,60.11,stress
0.41,1.98,2.68,1.85,34.62,tidak stress
2.03,3.45,2.91,0.97,96.56,stress
3.55,0.45,0.99,1.02,70.53,stress
1.23,0.0,0.88,2.3,31.68,tidak stress
1.36,1.98,0.0,1.73,42.04,tidak stress
1.11,2.19,3.99,1.27,0.57,tidak stress
0.4,0.0,4.08,0.75,31.95,tidak stress
4.34,0.99,0.82,2.26,47.81,tidak stress
1.0,0.45,3.73,0.83,40.69,tidak stress
1.72,3.22,1.42,2.02,15.92,tidak stress
1.84,0.45,1.66,2.04,97.34,stress
1.24,2.76,1.86,1.93,4.68,tidak stress
2.59,1.69,2.15,1.88,88.63,stress
1.74,2.04,0.84,1.29,76.73,stress
1.88,0.0,2.99,1.29,52.36,stress
2.51,0.0,3.2,1.45,86.4,stress
1.61,1.53,2.79,1.44,14.99,tidak stress
0.1,0.0,2.26,1.9,73.45,stress
1.85,0.0,3.99,1.94,83.87,stress
1.95,0.0,1.62,1.45,20.68,tidak stress
2.13,2.49,1.86,2.18,15.58,tidak stress
2.64,1.85,1.98,1.01,56.58,stress
3.96,2.89,0.76,1.64,50.65,stress
1.57,1.97,1.73,1.16,62.07,stress
1.72,2.15,2.13,0.99,25.14,tidak stress
1.95,1.01,1.97,1.29,26.86,tidak stress
2.7,1.19,2.78,1.47,70.82,stress
1.82,1.74,1.72,1.67,79.64,stress
2.46,0.27,1.84,2.01,48.9,tidak stress
0.34,0.05,2.09,1.65,62.43,stress
2.19,0.38,2.96,0.88,12.88,tidak stress
0.0,2.08,0.14,1.58,77.6,stress
2.58,1.25,1.42,1.52,94.34,stress
2.17,0.67,1.66,2.12,81.66,stress
1.11,0.23,1.05,0.88,59.81,stress
2.91,1.86,2.13,1.43,72.72,stress
1.36,1.26,0.43,1.45,13.15,tidak stress
2.35,0.09,1.86,0.56,65.43,stress
2.7,0.0,2.65,1.18,25.38,tidak stress
3.42,0.0,2.89,1.22,45.47,tidak stress
3.03,1.62,0.62,2.31,37.11,tidak stress
1.32,1.28,2.87,1.44,41.25,tidak stress
2.33,2.52,0.99,1.15,72.85,stress
1.59,0.42,1.45,1.3,0.96,tidak stress
2.54,0.97,2.95,1.62,11.09,tidak stress
2.41,2.58,2.34,1.74,90.72,stress
3.45,1.46,1.79,1.87,46.05,tidak stress
1.87,1.09,1.14,0.91,19.97,tidak stress
2.2,2.75,1.32,1.31,88.46,stress
0.47,0.94,2.68,1.88,75.8,stress
2.57,1.02,1.53,0.25,22.1,tidak stress
2.37,1.72,2.26,1.23,56.28,stress
1.55,2.14,1.28,2.1,88.99,stress
0.99,2.91,2.14,2.12,72.28,stress
2.75,0.0,2.13,1.1,83.23,stress
2.11,1.34,1.25,0.98,90.8,stress
4.0,1.68,3.02,0.23,9.22,tidak stress
1.32,0.86,1.58,1.76,72.2,stress
3.46,1.48,0.58,1.25,98.6,stress
2.16,1.98,2.84,1.79,9.18,tidak stress
1.14,0.67,1.93,2.01,34.82,tidak stress
3.67,0.2,0.0,2.4,92.23,stress
1.62,1.26,1.37,0.87,80.85,stress
2.19,0.0,2.81,1.19,88.09,stress
1.58,1.44,1.43,1.3,92.74,stress
1.6,2.07,0.95,1.04,35.29,tidak stress
3.47,2.2,2.0,1.13,34.35,tidak stress
1.74,2.12,2.45,0.33,4.66,tidak stress
1.72,1.93,1.18,2.32,56.51,stress
0.32,1.35,0.84,1.93,80.57,stress
0.1,2.4,3.0,1.57,13.42,tidak stress
2.37,1.71,3.1,2.13,38.24,tidak stress
1.98,2.72,1.94,2.51,46.95,tidak stress
2.08,2.72,3.55,0.88,17.79,tidak stress
2.34,2.32,1.02,1.76,51.62,stress
2.48,0.0,1.7,1.06,86.36,stress
0.72,0.78,1.69,1.15,12.04,tidak stress
2.79,2.16,2.57,1.51,62.57,stress
2.66,2.33,3.12,2.15,42.81,tidak stress
2.09,0.49,2.15,1.62,81.72,stress
2.8,1.16,1.63,0.84,45.65,tidak stress
1.22,1.0,3.34,2.16,66.62,stress
0.71,0.78,3.43,1.21,4.49,tidak stress
0.11,0.17,3.66,1.23,35.62,tidak stress
3.6,3.34,2.94,1.71,28.13,tidak stress
3.21,1.34,3.15,1.14,87.33,stress
2.0,1.12,1.77,0.94,91.59,stress
4.27,3.86,3.54,0.54,19.47,tidak stress
1.36,1.44,1.59,1.0,11.91,tidak stress
1.33,0.46,2.61,0.81,49.75,tidak stress
3.18,1.8,2.13,1.92,24.86,tidak stress
3.01,2.12,1.68,1.54,80.75,stress
0.83,0.89,1.25,2.02,11.72,tidak stress
1.16,0.63,0.91,1.23,65.54,stress
3.01,1.22,2.0,1.14,97.29,stress
0.82,1.65,2.31,1.42,75.23,stress
1.16,0.0,1.17,0.94,9.24,tidak stress
1.9,1.37,1.36,0.65,61.21,stress
3.02,0.0,1.89,1.41,5.75,tidak stress
3.14,0.0,0.44,1.36,23.31,tidak stress
2.51,1.04,2.14,1.79,75.19,stress
2.19,0.54,2.27,2.06,88.57,stress
2.46,2.34,0.77,1.26,75.1,stress
3.26,2.52,3.17,2.09,16.91,tidak stress
2.7,1.7,4.06,2.38,75.14,stress
4.15,3.09,1.26,2.05,40.63,tidak stress
1.23,0.18,1.04,1.62,31.48,tidak stress
4.48,0.33,2.56,1.26,90.38,stress
0.0,1.61,2.57,1.63,93.39,stress
2.06,1.0,0.17,1.36,44.62,tidak stress
1.21,1.49,2.31,0.73,47.11,tidak stress
1.0,1.19,1.14,1.57,16.58,tidak stress
2.86,0.56,1.45,1.73,65.29,stress
2.56,2.19,0.95,0.97,47.08,tidak stress
2.4,0.16,1.41,0.74,50.44,stress
2.24,2.51,2.25,1.2,84.75,stress
1.92,0.0,1.82,1.05,94.96,stress
1.89,1.46,2.62,1.85,9.13,tidak stress
0.69,1.43,1.48,1.77,79.93,stress
0.94,1.84,3.47,1.51,37.1,tidak stress
2.21,0.54,2.38,2.13,36.45,tidak stress
1.14,1.74,2.62,1.21,36.84,tidak stress
1.39,2.04,3.0,2.11,52.64,stress
2.6,0.97,2.43,1.31,25.42,tidak stress
2.11,2.05,1.43,0.91,42.18,tidak stress
4.41,0.21,3.46,1.23,4.96,tidak stress
1.5,2.1,4.12,1.21,89.38,stress
3.37,4.29,3.11,1.28,50.95,stress
1.41,2.74,2.48,1.35,72.03,stress
2.2,1.73,2.85,1.51,80.04,stress
2.07,0.96,2.39,1.54,28.68,tidak stress
2.87,2.7,2.1,1.69,96.44,stress
2.52,1.74,0.18,1.47,11.01,tidak stress
1.17,2.73,3.05,2.21,16.47,tidak stress
2.32,1.84,0.62,2.2,76.62,stress
1.51,2.63,1.97,1.61,17.18,tidak stress
2.61,0.08,1.36,2.48,56.46,stress
3.27,0.42,2.41,2.01,48.71,tidak stress
0.81,3.53,2.54,1.12,94.03,stress
1.35,1.06,1.93,1.08,73.34,stress
1.86,2.5,1.29,0.64,97.78,stress
2.24,0.0,1.37,1.4,62.23,stress
1.67,2.24,2.02,2.08,24.33,tidak stress
1.74,1.85,0.81,1.77,44.3,tidak stress
0.29,2.82,1.13,1.32,66.65,stress
1.13,1.46,2.16,0.47,3.88,tidak stress
1.02,0.42,2.16,1.66,79.16,stress
2.41,0.45,2.59,1.43,19.38,tidak stress
2.32,0.16,0.94,1.29,19.32,tidak stress
0.26,2.3,2.65,1.46,34.81,tidak stress
2.67,0.85,1.55,1.57,29.79,tidak stress
0.0,2.57,2.55,1.46,61.77,stress
1.92,0.91,0.0,1.92,6.97,tidak stress
3.43,1.67,1.63,1.59,78.66,stress
2.04,0.3,1.71,0.91,50.19,stress
1.23,1.77,2.85,1.47,4.98,tidak stress
2.64,1.21,2.23,1.03,87.84,stress
3.13,2.96,3.78,0.44,6.45,tidak stress
2.54,1.23,2.87,1.74,18.82,tidak stress
1.63,0.98,0.0,1.64,1.49,tidak stress
2.2,0.72,3.69,0.79,18.14,tidak stress
2.26,2.09,2.22,1.26,90.99,stress
2.37,2.12,2.79,1.26,33.36,tidak stress
2.6,1.36,3.44,0.44,61.07,stress
2.27,1.04,1.05,1.09,34.12,tidak stress
1.21,2.43,1.42,1.86,3.71,tidak stress
2.16,3.42,3.32,1.72,22.1,tidak stress
1.21,0.8,3.3,1.67,33.75,tidak stress
2.92,1.01,0.3,1.68,33.1,tidak stress
3.76,1.23,2.31,1.36,30.81,tidak stress
2.26,0.95,4.07,2.07,41.0,tidak stress
1.96,3.39,1.9,1.78,84.93,stress
1.95,1.37,1.86,2.03,43.58,tidak stress
3.01,1.54,1.67,2.47,90.83,stress
2.99,1.98,3.07,1.1,44.16,tidak stress
2.01,0.85,0.32,1.27,12.83,tidak stress
2.37,0.45,2.31,2.23,46.6,tidak stress
1.0,0.7,2.15,2.41,39.96,tidak stress
4.75,1.64,0.64,2.29,66.05,stress
1.37,2.77,1.35,1.59,70.57,stress
1.69,1.29,1.74,1.71,26.5,tidak stress
2.85,1.21,1.11,0.71,47.76,tidak stress
0.77,0.2,0.94,2.16,92.94,stress
0.42,0.78,2.11,1.66,69.98,stress
2.24,1.14,2.82,1.17,16.02,tidak stress
2.84,2.37,3.13,1.5,19.9,tidak stress
1.39,1.75,1.82,0.93,82.4,stress
1.33,0.96,1.29,2.26,63.96,stress
2.85,2.26,0.4,1.2,45.62,tidak stress
1.12,1.18,0.0,1.68,97.62,stress
2.87,2.67,1.55,2.05,60.16,stress
2.54,1.87,4.49,1.99,1.04,tidak stress
1.43,2.83,3.46,0.48,16.06,tidak stress
3.31,2.53,1.28,2.35,82.98,stress
1.63,0.0,2.11,1.02,56.33,stress
2.46,1.49,2.06,2.06,3.02,tidak stress
2.05,1.97,1.15,2.56,12.8,tidak stress
2.33,2.0,0.65,1.35,49.3,tidak stress
0.96,0.38,1.78,2.97,94.7,stress
2.59,1.04,0.55,1.26,14.23,tidak stress
3.41,0.79,2.08,0.82,89.74,stress
1.44,1.23,1.38,1.97,45.57,tidak stress
1.95,1.29,0.58,1.57,42.07,tidak stress
3.23,0.0,0.09,1.48,75.07,stress
0.72,2.71,1.7,1.55,37.84,tidak stress
3.55,1.06,3.36,1.85,26.49,tidak stress
2.28,1.46,3.28,1.69,76.33,stress
5.03,2.31,2.34,2.28,56.13,stress
1.92,1.75,4.45,2.39,70.92,stress
2.8,1.69,0.12,1.46,43.47,tidak stress
2.92,1.85,0.89,0.98,46.59,tidak stress
1.86,1.34,1.88,1.53,82.39,stress
1.64,1.78,3.12,1.66,79.99,stress
1.46,1.17,1.19,0.31,27.39,tidak stress
1.56,1.84,4.56,2.32,66.11,stress
1.09,1.26,2.48,1.64,60.16,stress
2.94,0.0,0.32,1.62,33.93,tidak stress
3.52,1.28,2.73,2.52,32.98,tidak stress
3.75,1.93,2.6,1.14,22.63,tidak stress
1.49,0.0,1.37,1.71,49.11,tidak stress
1.54,0.12,2.41,2.36,75.7,stress
1.9,2.51,1.82,1.74,97.81,stress
1.7,0.13,2.0,1.07,44.24,tidak stress
3.82,1.71,2.02,1.27,73.69,stress
2.55,1.02,3.13,1.57,66.93,stress
0.28,1.33,3.08,1.1,7.97,tidak stress
1.06,0.43,1.59,1.38,34.9,tidak stress
0.0,0.0,2.61,0.7,31.54,tidak stress
1.15,2.35,3.09,2.28,66.9,stress
1.91,2.38,3.06,1.14,43.44,tidak stress
1.51,1.51,1.41,1.19,39.92,tidak stress
1.35,0.33,1.07,2.2,30.42,tidak stress
0.62,1.75,0.85,1.81,46.75,tidak stress
2.52,2.56,3.91,1.41,96.81,stress
1.22,1.64,1.6,1.62,43.02,tidak stress
2.21,2.28,2.87,2.37,44.41,tidak stress
2.32,0.0,3.42,1.34,25.14,tidak stress
1.73,2.55,1.18,1.2,83.39,stress
0.0,2.07,2.39,1.88,98.48,stress
1.3,1.41,2.0,1.48,49.37,tidak stress
3.28,2.03,1.78,1.17,3.96,tidak stress
2.62,1.82,1.61,2.31,43.62,tidak stress
2.07,3.29,2.57,1.56,73.71,stress
3.04,2.04,2.95,1.03,84.01,stress
2.09,0.0,1.81,1.79,97.49,stress
3.59,2.89,1.57,2.33,87.85,stress
1.85,0.81,1.25,1.81,99.75,stress
2.93,2.0,2.64,1.18,34.96,tidak stress
2.73,1.82,0.61,1.18,14.44,tidak stress
2.36,2.19,3.61,1.53,89.25,stress
1.52,1.7,2.58,1.75,22.27,tidak stress
2.35,1.3,1.22,2.04,62.4,stress
0.0,2.08,2.98,1.77,74.43,stress
1.55,2.03,0.79,1.79,4.02,tidak stress
1.74,1.48,2.12,1.78,64.89,stress
2.75,1.42,1.02,1.88,32.47,tidak stress
1.9,2.56,1.54,0.89,56.79,stress
2.3,3.82,1.4,1.3,15.45,tidak stress
2.39,1.5,2.08,1.92,32.53,tidak stress
3.22,1.01,2.89,1.02,21.89,tidak stress
2.26,0.0,2.45,1.74,17.59,tidak stress
3.26,0.76,2.35,0.93,69.45,stress
0.0,0.0,1.65,1.92,62.1,stress
2.48,1.91,2.27,2.21,96.06,stress
1.98,2.47,1.86,1.58,66.3,stress
2.45,1.43,0.53,0.65,97.85,stress
1.82,3.01,1.57,1.41,81.99,stress
2.01,0.85,3.36,1.82,51.37,stress
0.0,1.47,0.74,1.63,63.71,stress
1.65,1.75,2.68,1.2,42.73,tidak stress
1.41,2.32,1.72,0.69,77.46,stress
1.16,3.27,1.44,1.57,14.06,tidak stress
1.66,0.0,1.55,1.15,79.1,stress
2.96,0.57,0.8,2.38,86.57,stress
2.29,1.44,2.69,1.66,0.21,tidak stress
0.74,2.75,2.29,2.15,58.21,stress
3.22,2.39,1.07,0.62,18.77,tidak stress
2.23,0.77,3.36,1.67,84.78,stress
3.2,1.04,3.04,0.19,55.91,stress
1.13,1.88,2.18,1.15,27.57,tidak stress
1.26,0.14,2.15,1.42,29.41,tidak stress
0.33,0.45,1.56,1.45,22.68,tidak stress
2.7,2.64,1.58,2.5,65.79,stress
1.97,0.0,3.82,1.47,28.66,tidak stress
2.26,2.71,0.66,1.19,2.34,tidak stress
1.41,1.11,2.19,2.5,20.88,tidak stress
1.08,0.0,0.23,1.53,95.79,stress
2.19,1.8,4.13,1.6,23.1,tidak stress
1.54,2.01,0.0,1.07,74.87,stress
2.4,1.64,1.73,1.47,30.16,tidak stress
1.96,0.53,2.96,1.85,44.52,tidak stress
0.31,1.29,2.25,1.29,12.87,tidak stress
0.0,3.53,2.91,0.97,82.77,stress
1.7,1.14,0.75,1.63,46.09,tidak stress
2.38,1.35,1.6,1.42,8.96,tidak stress
1.58,0.48,1.77,2.36,61.19,stress
1.76,2.4,2.04,0.26,86.08,stress
2.15,0.73,2.37,2.58,85.43,stress
1.15,1.79,2.22,1.74,84.66,stress
2.76,1.02,0.41,1.72,51.02,stress
2.68,1.71,2.19,1.0,94.86,stress
1.7,1.64,1.07,2.26,24.94,tidak stress
1.47,1.79,0.66,1.29,74.18,stress
3.26,1.48,2.27,1.62,90.89,stress
3.55,3.51,0.17,1.71,55.88,stress
1.72,1.46,1.55,0.09,18.49,tidak stress
2.63,2.25,1.63,1.67,39.96,tidak stress
2.88,0.7,0.63,2.18,85.33,stress
1.6,0.0,1.42,2.08,93.34,stress
1.28,2.41,2.65,1.21,7.8,tidak stress
2.09,0.38,1.34,1.9,31.3,tidak stress
2.38,1.41,1.86,0.99,57.94,stress
1.45,2.12,2.72,0.94,81.3,stress
0.22,1.01,0.14,0.9,93.48,stress
2.77,1.97,2.4,1.27,46.06,tidak stress
1.12,4.0,2.49,1.26,14.14,tidak stress
2.07,2.16,0.71,1.73,84.01,stress
0.34,0.51,1.01,1.3,56.95,stress
3.33,1.7,3.42,1.49,22.62,tidak stress
1.43,0.99,2.23,1.49,16.08,tidak stress
2.22,1.82,1.47,2.1,50.87,stress
2.39,1.15,1.78,2.67,34.45,tidak stress
0.0,0.72,2.02,0.97,75.26,stress
0.93,2.01,1.11,1.67,94.21,stress
0.09,1.2,0.49,2.02,61.52,stress
2.37,0.38,2.29,0.76,27.61,tidak stress
0.34,0.1,1.41,0.92,2.8,tidak stress
2.05,2.78,1.92,1.07,90.87,stress
2.59,2.22,3.16,0.88,92.0,stress
2.8,2.18,3.31,2.45,24.95,tidak stress
2.95,2.42,1.72,0.39,29.28,tidak stress
3.19,2.3,1.45,2.0,8.46,tidak stress
2.25,2.51,3.65,1.09,74.8,stress
2.04,1.28,3.51,1.37,19.33,tidak stress
0.91,2.79,0.75,1.33,11.67,tidak stress
4.2,0.43,1.75,1.23,37.18,tidak stress
0.39,1.84,0.71,1.36,89.55,stress
2.22,2.37,2.44,1.62,64.91,stress
1.35,1.76,1.56,1.51,18.98,tidak stress
1.78,4.68,3.24,0.86,11.96,tidak stress
0.46,1.65,3.39,1.59,53.13,stress
0.59,1.75,0.0,1.62,8.89,tidak stress
1.12,2.03,3.49,1.85,68.28,stress
2.38,1.84,2.64,1.02,79.19,stress
2.06,2.15,3.58,1.84,39.81,tidak stress
2.2,3.67,1.76,1.16,96.79,stress
2.54,1.06,2.32,1.26,69.42,stress
2.87,1.68,0.16,2.22,82.95,stress
2.23,1.3,2.89,1.61,0.15,tidak stress
1.96,0.0,2.32,1.0,8.95,tidak stress
2.06,0.55,2.15,1.91,70.15,stress
2.2,1.02,0.98,2.54,83.72,stress
1.87,1.13,3.75,0.99,72.25,stress
0.34,2.15,0.54,1.2,57.17,stress
0.76,3.67,3.43,1.74,91.81,stress
0.0,3.34,2.1,2.25,71.49,stress
0.57,0.63,0.7,0.59,1.35,tidak stress
4.1,1.66,2.64,1.51,56.5,stress
3.43,0.57,1.66,0.96,50.59,stress
3.28,0.55,1.48,1.17,60.38,stress
2.58,2.44,2.71,1.91,51.82,stress
1.45,1.18,2.42,1.09,90.18,stress
1.2,3.81,2.09,1.71,79.69,stress
1.13,0.8,1.16,1.97,61.59,stress
3.22,1.91,0.14,1.68,20.05,tidak stress
0.8,1.84,1.76,2.63,7.83,tidak stress
2.53,1.74,2.61,0.8,9.46,tidak stress
1.94,0.95,1.45,1.23,59.22,stress
1.99,1.39,1.98,2.05,10.5,tidak stress
1.58,1.13,0.0,1.44,90.71,stress
3.28,2.04,3.86,1.22,6.13,tidak stress
1.68,1.76,3.08,2.13,2.69,tidak stress
1.63,2.74,1.63,1.8,20.49,tidak stress
2.54,0.32,0.81,0.48,52.85,stress
2.8,2.14,1.05,0.71,12.88,tidak stress
3.05,0.31,2.18,1.63,39.29,tidak stress
3.15,2.23,3.41,2.56,66.45,stress
0.0,1.58,1.27,1.31,85.51,stress
2.06,1.05,0.57,1.31,93.64,stress
4.42,0.49,3.56,0.94,7.88,tidak stress
3.22,1.33,2.51,1.9,15.83,tidak stress
0.87,3.3,2.66,1.99,15.59,tidak stress
2.97,0.58,1.07,0.51,15.13,tidak stress
2.22,0.23,1.91,1.36,54.04,stress
4.45,1.1,1.47,2.07,19.98,tidak stress
1.72,1.26,2.82,1.76,78.22,stress
1.65,1.34,2.28,1.6,6.44,tidak stress
1.59,0.0,2.54,1.96,0.32,tidak stress
2.03,1.35,0.0,0.88,4.93,tidak stress
1.33,0.0,1.14,1.4,28.66,tidak stress
3.66,3.92,1.2,2.18,3.45,tidak stress
3.89,3.98,0.61,2.1,19.95,tidak stress
2.37,2.76,1.34,1.94,26.24,tidak stress
2.17,1.77,0.13,1.63,28.58,tidak stress
0.21,0.05,3.79,1.78,80.61,stress
2.47,1.01,0.54,0.59,5.65,tidak stress
3.1,1.47,3.28,1.24,83.72,stress
1.7,2.28,2.13,1.34,10.71,tidak stress
2.26,0.0,1.65,1.7,50.64,stress
2.15,1.31,1.31,1.04,10.47,tidak stress
1.66,2.83,3.21,0.98,18.44,tidak stress
1.72,2.07,0.61,1.11,93.42,stress
2.02,0.66,1.87,1.94,34.54,tidak stress
2.4,0.0,1.01,0.91,41.99,tidak stress
4.37,1.31,2.09,2.56,95.8,stress
1.96,2.82,0.71,0.81,85.82,stress
2.44,0.83,1.57,1.64,31.3,tidak stress
2.16,1.78,1.63,1.41,44.53,tidak stress
2.25,1.08,2.07,2.07,0.54,tidak stress
3.34,2.39,2.56,1.86,60.03,stress
2.47,1.11,1.73,1.42,26.95,tidak stress
2.51,0.0,2.51,1.21,12.53,tidak stress
2.26,0.15,1.88,1.79,24.49,tidak stress
2.29,2.72,2.78,2.14,88.48,stress
2.69,1.84,2.94,2.13,21.53,tidak stress
0.75,0.0,2.27,1.3,19.66,tidak stress
